user_id,username,chapter_name,video_count
7603178,eatawhale,Introduction: New Historical Sources for a Digital Age,1
7614060,HongTran83,Black Ships & Samurai 1: Historical Background,1
7614060,HongTran83,Introduction: New Historical Sources for a Digital Age,11
7617139,niikpalmer,Black Ships & Samurai 1: Historical Background,4
7617139,niikpalmer,Introduction: New Historical Sources for a Digital Age,14
7621805,PrisPrinSan,Introduction: New Historical Sources for a Digital Age,4
7644282,cordovaputra,Black Ships & Samurai 1: Historical Background,14
7644282,cordovaputra,Transition: After Perry,10
7644282,cordovaputra,Introduction: New Historical Sources for a Digital Age,12
7644282,cordovaputra,Black Ships & Samurai 2: The Perry Encounter,27
7644282,cordovaputra,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",8
7656416,PhamJay0451,Transition: After Perry,2
7656416,PhamJay0451,Black Ships & Samurai 1: Historical Background,10
7656416,PhamJay0451,Transition: From Hibiya to Shiseido,12
7656416,PhamJay0451,Modernity in Interwar Japan: Shiseido & Consumer Culture,22
7656416,PhamJay0451,Black Ships & Samurai 2: The Perry Encounter,2
7656416,PhamJay0451,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",8
7656416,PhamJay0451,Introduction: New Historical Sources for a Digital Age,9
7656416,PhamJay0451,Conclusion,7
7665286,bujinka,Black Ships & Samurai 1: Historical Background,14
7665286,bujinka,Introduction: New Historical Sources for a Digital Age,7
7665286,bujinka,Transition: After Perry,1
7665286,bujinka,Black Ships & Samurai 2: The Perry Encounter,4
7674703,Veralein,Transition: After Perry,13
7674703,Veralein,Transition: From Hibiya to Shiseido,14
7674703,Veralein,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
7674703,Veralein,Black Ships & Samurai 2: The Perry Encounter,24
7674703,Veralein,Black Ships & Samurai 1: Historical Background,14
7674703,Veralein,Introduction: New Historical Sources for a Digital Age,11
7674703,Veralein,Conclusion,6
7674703,Veralein,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
7687610,arcilla,Black Ships & Samurai 1: Historical Background,14
7687610,arcilla,Introduction: New Historical Sources for a Digital Age,12
7687610,arcilla,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",9
7687610,arcilla,Black Ships & Samurai 2: The Perry Encounter,25
7687610,arcilla,Transition: After Perry,13
7706413,FerNava83,Introduction: New Historical Sources for a Digital Age,5
7707372,YifanWoo,Black Ships & Samurai 1: Historical Background,14
7707372,YifanWoo,Introduction: New Historical Sources for a Digital Age,11
7707372,YifanWoo,Black Ships & Samurai 2: The Perry Encounter,24
7707372,YifanWoo,Transition: After Perry,13
7707372,YifanWoo,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
7707372,YifanWoo,Conclusion,6
7707372,YifanWoo,Transition: From Hibiya to Shiseido,15
7707372,YifanWoo,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
7723967,Eiajsy1,Black Ships & Samurai 1: Historical Background,14
7723967,Eiajsy1,Introduction: New Historical Sources for a Digital Age,11
7726118,Terangeree,Introduction: New Historical Sources for a Digital Age,3
7797664,LSVENNAS1,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
7797664,LSVENNAS1,Modernity in Interwar Japan: Shiseido & Consumer Culture,23
7797664,LSVENNAS1,Transition: After Perry,13
7797664,LSVENNAS1,Black Ships & Samurai 1: Historical Background,12
7797664,LSVENNAS1,Conclusion,6
7797664,LSVENNAS1,Black Ships & Samurai 2: The Perry Encounter,22
7797664,LSVENNAS1,Transition: From Hibiya to Shiseido,14
7797664,LSVENNAS1,Introduction: New Historical Sources for a Digital Age,11
7809638,terliy,Black Ships & Samurai 2: The Perry Encounter,24
7809638,terliy,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",16
7809638,terliy,Black Ships & Samurai 1: Historical Background,14
7809638,terliy,Transition: From Hibiya to Shiseido,14
7809638,terliy,Introduction: New Historical Sources for a Digital Age,7
7809638,terliy,Transition: After Perry,13
7809638,terliy,Modernity in Interwar Japan: Shiseido & Consumer Culture,5
7810257,olivia1122austen,Introduction: New Historical Sources for a Digital Age,4
7831913,codyb29,Introduction: New Historical Sources for a Digital Age,2
7847218,Watergard,Introduction: New Historical Sources for a Digital Age,7
7857058,Nova15196,Introduction: New Historical Sources for a Digital Age,2
7857582,dijia84,Introduction: New Historical Sources for a Digital Age,13
7857582,dijia84,Black Ships & Samurai 1: Historical Background,14
7866059,AsliUmar,Black Ships & Samurai 1: Historical Background,14
7866059,AsliUmar,Transition: After Perry,13
7866059,AsliUmar,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
7866059,AsliUmar,Black Ships & Samurai 2: The Perry Encounter,24
7866059,AsliUmar,Conclusion,4
7866059,AsliUmar,Modernity in Interwar Japan: Shiseido & Consumer Culture,26
7866059,AsliUmar,Introduction: New Historical Sources for a Digital Age,12
7866059,AsliUmar,Transition: From Hibiya to Shiseido,14
7872003,techgenius,Transition: From Hibiya to Shiseido,9
7872003,techgenius,Transition: After Perry,9
7872003,techgenius,Introduction: New Historical Sources for a Digital Age,4
7872003,techgenius,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",10
7872003,techgenius,Modernity in Interwar Japan: Shiseido & Consumer Culture,2
7872003,techgenius,Black Ships & Samurai 2: The Perry Encounter,3
7872003,techgenius,Black Ships & Samurai 1: Historical Background,5
7901588,PauloSilva99507,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
7901588,PauloSilva99507,Transition: After Perry,15
7901588,PauloSilva99507,Introduction: New Historical Sources for a Digital Age,11
7901588,PauloSilva99507,Conclusion,6
7901588,PauloSilva99507,Black Ships & Samurai 2: The Perry Encounter,24
7901588,PauloSilva99507,Transition: From Hibiya to Shiseido,14
7901588,PauloSilva99507,Black Ships & Samurai 1: Historical Background,14
7901588,PauloSilva99507,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",18
7909903,Rajneeshji,Introduction: New Historical Sources for a Digital Age,12
7911604,SonjaLundin,Black Ships & Samurai 1: Historical Background,14
7911604,SonjaLundin,Black Ships & Samurai 2: The Perry Encounter,10
7911604,SonjaLundin,Introduction: New Historical Sources for a Digital Age,2
7918143,Arisu_krd,Transition: After Perry,10
7918143,Arisu_krd,Black Ships & Samurai 2: The Perry Encounter,24
7918143,Arisu_krd,Black Ships & Samurai 1: Historical Background,16
7918143,Arisu_krd,Introduction: New Historical Sources for a Digital Age,8
7922714,aeishin0212,Introduction: New Historical Sources for a Digital Age,4
7930373,NguyenVanThuan,Black Ships & Samurai 2: The Perry Encounter,7
7930373,NguyenVanThuan,Introduction: New Historical Sources for a Digital Age,7
7930373,NguyenVanThuan,Black Ships & Samurai 1: Historical Background,8
7950392,RafaMassa,Introduction: New Historical Sources for a Digital Age,5
7952331,JohnLee7,Introduction: New Historical Sources for a Digital Age,3
7978655,artsy_2015,Introduction: New Historical Sources for a Digital Age,2
7980434,Chiakie,Introduction: New Historical Sources for a Digital Age,2
7995646,frenchy0007,Introduction: New Historical Sources for a Digital Age,1
8002076,michaelfase,Modernity in Interwar Japan: Shiseido & Consumer Culture,23
8002076,michaelfase,Black Ships & Samurai 2: The Perry Encounter,23
8002076,michaelfase,Introduction: New Historical Sources for a Digital Age,6
8002076,michaelfase,Transition: After Perry,13
8002076,michaelfase,Conclusion,6
8002076,michaelfase,Transition: From Hibiya to Shiseido,14
8002076,michaelfase,Black Ships & Samurai 1: Historical Background,14
8002076,michaelfase,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
8005422,M0rtima,Black Ships & Samurai 1: Historical Background,2
8015152,CrazySam,Introduction: New Historical Sources for a Digital Age,8
8034272,NguyenChauAnh,Introduction: New Historical Sources for a Digital Age,2
8058540,garven,Introduction: New Historical Sources for a Digital Age,6
8095640,abdallah9696,Introduction: New Historical Sources for a Digital Age,2
8121076,mconstancej,Transition: After Perry,13
8121076,mconstancej,Black Ships & Samurai 1: Historical Background,14
8121076,mconstancej,Conclusion,6
8121076,mconstancej,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
8121076,mconstancej,Black Ships & Samurai 2: The Perry Encounter,24
8121076,mconstancej,Transition: From Hibiya to Shiseido,15
8121076,mconstancej,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",19
8121076,mconstancej,Introduction: New Historical Sources for a Digital Age,10
8127776,Darren96,Black Ships & Samurai 1: Historical Background,5
8127776,Darren96,Introduction: New Historical Sources for a Digital Age,13
8131710,Smiluck,Black Ships & Samurai 1: Historical Background,14
8131710,Smiluck,Introduction: New Historical Sources for a Digital Age,12
8131710,Smiluck,Transition: From Hibiya to Shiseido,14
8131710,Smiluck,Modernity in Interwar Japan: Shiseido & Consumer Culture,25
8131710,Smiluck,Transition: After Perry,14
8131710,Smiluck,Black Ships & Samurai 2: The Perry Encounter,24
8131710,Smiluck,Conclusion,6
8131710,Smiluck,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",18
8131839,gryffondurime,Introduction: New Historical Sources for a Digital Age,12
8159403,jasonmoocus,Introduction: New Historical Sources for a Digital Age,8
8160516,VicenteIgnacio,Introduction: New Historical Sources for a Digital Age,2
8163400,KenjiEmura,Conclusion,1
8163400,KenjiEmura,Modernity in Interwar Japan: Shiseido & Consumer Culture,7
8165090,hnrdvs,Introduction: New Historical Sources for a Digital Age,14
8165090,hnrdvs,Transition: After Perry,4
8165090,hnrdvs,Black Ships & Samurai 2: The Perry Encounter,25
8165090,hnrdvs,Black Ships & Samurai 1: Historical Background,17
8172741,CamiloEcheverri,Introduction: New Historical Sources for a Digital Age,11
8174932,YukHori,Introduction: New Historical Sources for a Digital Age,9
8174932,YukHori,Black Ships & Samurai 1: Historical Background,16
8174932,YukHori,Black Ships & Samurai 2: The Perry Encounter,11
8196746,KrysVG,Introduction: New Historical Sources for a Digital Age,5
8197962,helenwh,Introduction: New Historical Sources for a Digital Age,1
8197962,helenwh,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",1
8284389,morape1805,Black Ships & Samurai 2: The Perry Encounter,21
8284389,morape1805,Introduction: New Historical Sources for a Digital Age,12
8284389,morape1805,Black Ships & Samurai 1: Historical Background,15
8294949,EddAC,Introduction: New Historical Sources for a Digital Age,4
8303134,Vegvisir,Introduction: New Historical Sources for a Digital Age,7
8304752,GenSakanaka,Black Ships & Samurai 1: Historical Background,8
8304752,GenSakanaka,Introduction: New Historical Sources for a Digital Age,12
8310334,lakhanavin,Introduction: New Historical Sources for a Digital Age,12
8310334,lakhanavin,Modernity in Interwar Japan: Shiseido & Consumer Culture,25
8310334,lakhanavin,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",18
8310334,lakhanavin,Black Ships & Samurai 1: Historical Background,15
8310334,lakhanavin,Black Ships & Samurai 2: The Perry Encounter,25
8310334,lakhanavin,Transition: After Perry,14
8310334,lakhanavin,Transition: From Hibiya to Shiseido,14
8310334,lakhanavin,Conclusion,6
8325921,Galindo27,Black Ships & Samurai 1: Historical Background,3
8325921,Galindo27,Introduction: New Historical Sources for a Digital Age,1
8326567,jphipps,Black Ships & Samurai 2: The Perry Encounter,24
8326567,jphipps,Transition: From Hibiya to Shiseido,1
8326567,jphipps,Black Ships & Samurai 1: Historical Background,15
8326567,jphipps,Introduction: New Historical Sources for a Digital Age,12
8326567,jphipps,Transition: After Perry,13
8326567,jphipps,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",5
8329789,Dokfuy,Black Ships & Samurai 2: The Perry Encounter,18
8329789,Dokfuy,Black Ships & Samurai 1: Historical Background,14
8329789,Dokfuy,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",7
8329789,Dokfuy,Introduction: New Historical Sources for a Digital Age,11
8354055,kadokura,Introduction: New Historical Sources for a Digital Age,2
8362971,Estel77,Introduction: New Historical Sources for a Digital Age,11
8370006,ZhouFrederick,Introduction: New Historical Sources for a Digital Age,1
8375355,ZaidHikmatAlMahdawi,Black Ships & Samurai 1: Historical Background,3
8375355,ZaidHikmatAlMahdawi,Introduction: New Historical Sources for a Digital Age,11
8392959,Snoop_Dogg,Introduction: New Historical Sources for a Digital Age,4
8405167,Daniela_Gomez8,Introduction: New Historical Sources for a Digital Age,3
8420640,OctavianTudora,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",3
8420640,OctavianTudora,Introduction: New Historical Sources for a Digital Age,3
8423494,FranRodriguez28,Introduction: New Historical Sources for a Digital Age,1
8424748,Zmalok,Black Ships & Samurai 1: Historical Background,14
8424748,Zmalok,Introduction: New Historical Sources for a Digital Age,12
8424748,Zmalok,Black Ships & Samurai 2: The Perry Encounter,16
8448459,cachow,Introduction: New Historical Sources for a Digital Age,12
8459858,melpau,Introduction: New Historical Sources for a Digital Age,1
8485656,LeoLehner,Introduction: New Historical Sources for a Digital Age,1
8486693,Mert_Kilic,Black Ships & Samurai 1: Historical Background,14
8486693,Mert_Kilic,Introduction: New Historical Sources for a Digital Age,12
8486693,Mert_Kilic,Black Ships & Samurai 2: The Perry Encounter,2
8498074,SOUMITRA7,Introduction: New Historical Sources for a Digital Age,1
8539235,CameronWalton,Black Ships & Samurai 2: The Perry Encounter,7
8539235,CameronWalton,Black Ships & Samurai 1: Historical Background,10
8572235,juanignaciogpyo,Transition: After Perry,11
8572235,juanignaciogpyo,Transition: From Hibiya to Shiseido,3
8572235,juanignaciogpyo,Introduction: New Historical Sources for a Digital Age,11
8572235,juanignaciogpyo,Black Ships & Samurai 2: The Perry Encounter,20
8572235,juanignaciogpyo,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",10
8572235,juanignaciogpyo,Black Ships & Samurai 1: Historical Background,15
8574817,Gen_Li,Introduction: New Historical Sources for a Digital Age,9
8581681,HugoQuint,Introduction: New Historical Sources for a Digital Age,2
8582796,enigmaticae,Black Ships & Samurai 1: Historical Background,11
8582796,enigmaticae,Introduction: New Historical Sources for a Digital Age,11
8585236,Mahenbala,Black Ships & Samurai 1: Historical Background,5
8585236,Mahenbala,Introduction: New Historical Sources for a Digital Age,13
8586610,KirbyAraullo,Introduction: New Historical Sources for a Digital Age,8
8586610,KirbyAraullo,Transition: From Hibiya to Shiseido,13
8624027,MunkherdeneDavaasuren,Introduction: New Historical Sources for a Digital Age,1
8627601,davibw,Introduction: New Historical Sources for a Digital Age,2
8633359,NesterenkoAnastasiia,Introduction: New Historical Sources for a Digital Age,4
8633581,ZEUSKANG,Introduction: New Historical Sources for a Digital Age,2
8651257,DML711,Introduction: New Historical Sources for a Digital Age,1
8651257,DML711,Black Ships & Samurai 1: Historical Background,1
8671271,martinlavell,Black Ships & Samurai 2: The Perry Encounter,9
8671271,martinlavell,Introduction: New Historical Sources for a Digital Age,9
8671271,martinlavell,Black Ships & Samurai 1: Historical Background,14
8696825,jusalsa,Black Ships & Samurai 1: Historical Background,4
8696825,jusalsa,Introduction: New Historical Sources for a Digital Age,12
8719414,venkateshvutukuri,Introduction: New Historical Sources for a Digital Age,1
8728156,Junwin,Black Ships & Samurai 1: Historical Background,8
8728156,Junwin,Black Ships & Samurai 2: The Perry Encounter,12
8728156,Junwin,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",6
8728945,yizrehale,Introduction: New Historical Sources for a Digital Age,2
8742808,exdogma,Introduction: New Historical Sources for a Digital Age,3
8742808,exdogma,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",2
8753491,MITMedia,Black Ships & Samurai 2: The Perry Encounter,1
8753491,MITMedia,Black Ships & Samurai 1: Historical Background,1
8753491,MITMedia,Transition: From Hibiya to Shiseido,1
8753491,MITMedia,Introduction: New Historical Sources for a Digital Age,3
8753491,MITMedia,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",1
8756599,DaynaErdmann,Black Ships & Samurai 2: The Perry Encounter,21
8756599,DaynaErdmann,Transition: After Perry,13
8756599,DaynaErdmann,Transition: From Hibiya to Shiseido,13
8756599,DaynaErdmann,Conclusion,3
8756599,DaynaErdmann,Introduction: New Historical Sources for a Digital Age,1
8756599,DaynaErdmann,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",11
8756599,DaynaErdmann,Modernity in Interwar Japan: Shiseido & Consumer Culture,19
8756599,DaynaErdmann,Black Ships & Samurai 1: Historical Background,12
8799870,ediee,Introduction: New Historical Sources for a Digital Age,1
8809996,zjzjzjzj123,Introduction: New Historical Sources for a Digital Age,1
8839753,virgilxw,Transition: From Hibiya to Shiseido,6
8839753,virgilxw,Introduction: New Historical Sources for a Digital Age,7
8839753,virgilxw,Black Ships & Samurai 1: Historical Background,7
8839753,virgilxw,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",12
8861139,ttlcycle,Conclusion,6
8861139,ttlcycle,Introduction: New Historical Sources for a Digital Age,12
8861139,ttlcycle,Black Ships & Samurai 2: The Perry Encounter,24
8861139,ttlcycle,Black Ships & Samurai 1: Historical Background,14
8861139,ttlcycle,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
8861139,ttlcycle,Transition: From Hibiya to Shiseido,14
8861139,ttlcycle,Transition: After Perry,13
8861139,ttlcycle,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",18
8864286,AndyRenmei,Introduction: New Historical Sources for a Digital Age,2
8864449,lugro,Black Ships & Samurai 2: The Perry Encounter,25
8864449,lugro,Black Ships & Samurai 1: Historical Background,14
8864449,lugro,Introduction: New Historical Sources for a Digital Age,7
8864449,lugro,Transition: After Perry,8
8886242,DesireeTanyz,Black Ships & Samurai 1: Historical Background,2
8890422,ltdaovn,Introduction: New Historical Sources for a Digital Age,2
8905169,flying_birdman,Introduction: New Historical Sources for a Digital Age,1
8905169,flying_birdman,Black Ships & Samurai 1: Historical Background,4
8905169,flying_birdman,Modernity in Interwar Japan: Shiseido & Consumer Culture,3
8905169,flying_birdman,Conclusion,2
8905169,flying_birdman,Transition: After Perry,1
8930523,BettyLuo,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",1
8930523,BettyLuo,Introduction: New Historical Sources for a Digital Age,2
8950088,Prakhar_Rawal,Introduction: New Historical Sources for a Digital Age,1
8951467,ShannynFaucheux,Introduction: New Historical Sources for a Digital Age,4
8961955,tucekucukali,Introduction: New Historical Sources for a Digital Age,12
8961955,tucekucukali,Black Ships & Samurai 1: Historical Background,10
8967456,cruisedude4,Modernity in Interwar Japan: Shiseido & Consumer Culture,1
8967456,cruisedude4,Transition: After Perry,7
8967456,cruisedude4,Transition: From Hibiya to Shiseido,3
8967456,cruisedude4,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",3
8967456,cruisedude4,Introduction: New Historical Sources for a Digital Age,9
8967456,cruisedude4,Black Ships & Samurai 1: Historical Background,11
8967456,cruisedude4,Black Ships & Samurai 2: The Perry Encounter,1
8968347,WojciechEd,Introduction: New Historical Sources for a Digital Age,1
8992629,scmikek,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
8992629,scmikek,Transition: From Hibiya to Shiseido,14
8992629,scmikek,Introduction: New Historical Sources for a Digital Age,6
8992629,scmikek,Transition: After Perry,13
8992629,scmikek,Black Ships & Samurai 2: The Perry Encounter,25
8992629,scmikek,Black Ships & Samurai 1: Historical Background,14
8992629,scmikek,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",20
8992629,scmikek,Conclusion,6
8995836,nathan09852,Introduction: New Historical Sources for a Digital Age,4
9007972,harula,Introduction: New Historical Sources for a Digital Age,7
9025433,rgilberto11,Black Ships & Samurai 1: Historical Background,3
9025433,rgilberto11,Introduction: New Historical Sources for a Digital Age,13
9048567,sarah-alexia,Introduction: New Historical Sources for a Digital Age,8
9048567,sarah-alexia,Black Ships & Samurai 1: Historical Background,1
9064304,littlebd,Black Ships & Samurai 1: Historical Background,2
9064304,littlebd,Introduction: New Historical Sources for a Digital Age,7
9064581,louise_walport,Black Ships & Samurai 1: Historical Background,5
9064581,louise_walport,Introduction: New Historical Sources for a Digital Age,12
9092441,fgtjrgxykz,Transition: From Hibiya to Shiseido,14
9092441,fgtjrgxykz,Black Ships & Samurai 1: Historical Background,7
9092441,fgtjrgxykz,Black Ships & Samurai 2: The Perry Encounter,24
9092441,fgtjrgxykz,Conclusion,6
9092441,fgtjrgxykz,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",16
9092441,fgtjrgxykz,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
9092441,fgtjrgxykz,Transition: After Perry,13
9092441,fgtjrgxykz,Introduction: New Historical Sources for a Digital Age,2
9095214,JCraw404,Introduction: New Historical Sources for a Digital Age,1
9095214,JCraw404,Black Ships & Samurai 1: Historical Background,2
9098185,LeandroBasilio,Introduction: New Historical Sources for a Digital Age,3
9133990,ZUAIN86,Introduction: New Historical Sources for a Digital Age,1
9167646,TomAub,Transition: After Perry,2
9167646,TomAub,Introduction: New Historical Sources for a Digital Age,2
9167646,TomAub,Black Ships & Samurai 1: Historical Background,3
9180117,Laurie64,Introduction: New Historical Sources for a Digital Age,1
9196465,Amaniasky,Black Ships & Samurai 1: Historical Background,9
9196465,Amaniasky,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",2
9196465,Amaniasky,Introduction: New Historical Sources for a Digital Age,2
9196465,Amaniasky,Black Ships & Samurai 2: The Perry Encounter,16
9196465,Amaniasky,Transition: After Perry,5
9196547,PaigeMcGrail,Transition: From Hibiya to Shiseido,4
9197981,Yumi-chan,Black Ships & Samurai 1: Historical Background,8
9197981,Yumi-chan,Introduction: New Historical Sources for a Digital Age,5
9208569,kmeeks2,Introduction: New Historical Sources for a Digital Age,2
9208868,Renanpbento,Black Ships & Samurai 1: Historical Background,4
9208868,Renanpbento,Introduction: New Historical Sources for a Digital Age,11
9211004,Hamiy,Modernity in Interwar Japan: Shiseido & Consumer Culture,1
9211004,Hamiy,Black Ships & Samurai 1: Historical Background,3
9211004,Hamiy,Black Ships & Samurai 2: The Perry Encounter,6
9211004,Hamiy,Transition: After Perry,4
9211004,Hamiy,Transition: From Hibiya to Shiseido,1
9211004,Hamiy,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",14
9211004,Hamiy,Introduction: New Historical Sources for a Digital Age,3
9218866,QuynhAnhNguyen_Earlham,Black Ships & Samurai 1: Historical Background,14
9218866,QuynhAnhNguyen_Earlham,Introduction: New Historical Sources for a Digital Age,7
9218866,QuynhAnhNguyen_Earlham,Black Ships & Samurai 2: The Perry Encounter,8
9224428,PbkGuri,Introduction: New Historical Sources for a Digital Age,2
9225540,TomoMiya,Introduction: New Historical Sources for a Digital Age,12
9225540,TomoMiya,Black Ships & Samurai 1: Historical Background,8
9226245,lyly41,Introduction: New Historical Sources for a Digital Age,13
9226245,lyly41,Black Ships & Samurai 1: Historical Background,8
9237999,dextersimzy,Black Ships & Samurai 1: Historical Background,4
9237999,dextersimzy,Introduction: New Historical Sources for a Digital Age,11
9242088,Wkleong,Black Ships & Samurai 1: Historical Background,15
9242088,Wkleong,Introduction: New Historical Sources for a Digital Age,5
9242088,Wkleong,Black Ships & Samurai 2: The Perry Encounter,2
9242180,tom4312,Black Ships & Samurai 1: Historical Background,1
9242180,tom4312,Introduction: New Historical Sources for a Digital Age,12
9251841,LeraNesterova,Introduction: New Historical Sources for a Digital Age,2
9252692,MillyLiu,Introduction: New Historical Sources for a Digital Age,4
9259343,JeffreyAllan,Introduction: New Historical Sources for a Digital Age,11
9259343,JeffreyAllan,Black Ships & Samurai 1: Historical Background,2
9293576,SilFabregas,Introduction: New Historical Sources for a Digital Age,8
9293576,SilFabregas,Black Ships & Samurai 2: The Perry Encounter,4
9293576,SilFabregas,Black Ships & Samurai 1: Historical Background,14
9302904,satolumy,Introduction: New Historical Sources for a Digital Age,2
9306486,alyssaclaire,Introduction: New Historical Sources for a Digital Age,1
9309032,nestormeizoso,Transition: From Hibiya to Shiseido,14
9309032,nestormeizoso,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",9
9309032,nestormeizoso,Transition: After Perry,14
9309032,nestormeizoso,Black Ships & Samurai 2: The Perry Encounter,25
9309032,nestormeizoso,Introduction: New Historical Sources for a Digital Age,1
9309032,nestormeizoso,Black Ships & Samurai 1: Historical Background,14
9316096,gwksing,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
9316096,gwksing,Introduction: New Historical Sources for a Digital Age,12
9316096,gwksing,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
9316096,gwksing,Black Ships & Samurai 1: Historical Background,14
9316096,gwksing,Transition: After Perry,13
9316096,gwksing,Transition: From Hibiya to Shiseido,14
9316096,gwksing,Black Ships & Samurai 2: The Perry Encounter,24
9316096,gwksing,Conclusion,6
9318928,higadebora,Introduction: New Historical Sources for a Digital Age,4
9319774,SandeDeLeon,Introduction: New Historical Sources for a Digital Age,2
9328522,manushki,Black Ships & Samurai 1: Historical Background,11
9328522,manushki,Black Ships & Samurai 2: The Perry Encounter,3
9328522,manushki,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",1
9328522,manushki,Introduction: New Historical Sources for a Digital Age,8
9328522,manushki,Transition: From Hibiya to Shiseido,4
9335198,adikumar007,Introduction: New Historical Sources for a Digital Age,4
9356083,Arunroj,Introduction: New Historical Sources for a Digital Age,2
9367875,secondwind,Black Ships & Samurai 2: The Perry Encounter,1
9367875,secondwind,Black Ships & Samurai 1: Historical Background,3
9374176,aa5um,Black Ships & Samurai 1: Historical Background,3
9374990,p768lwy3,Introduction: New Historical Sources for a Digital Age,12
9374990,p768lwy3,Transition: After Perry,12
9374990,p768lwy3,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",6
9374990,p768lwy3,Black Ships & Samurai 1: Historical Background,15
9374990,p768lwy3,Transition: From Hibiya to Shiseido,3
9374990,p768lwy3,Black Ships & Samurai 2: The Perry Encounter,25
9374990,p768lwy3,Modernity in Interwar Japan: Shiseido & Consumer Culture,23
9374990,p768lwy3,Conclusion,6
9384635,Silita,Introduction: New Historical Sources for a Digital Age,13
9409456,AndrewThomson7142,Black Ships & Samurai 1: Historical Background,4
9409456,AndrewThomson7142,Introduction: New Historical Sources for a Digital Age,6
9423711,colleengoodhue,Black Ships & Samurai 2: The Perry Encounter,3
9423711,colleengoodhue,Introduction: New Historical Sources for a Digital Age,1
9423711,colleengoodhue,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",2
9446229,AdrianaVadillo,Black Ships & Samurai 1: Historical Background,2
9446229,AdrianaVadillo,Introduction: New Historical Sources for a Digital Age,3
9452579,Helmdaller,Introduction: New Historical Sources for a Digital Age,1
9458447,ajisaisaku12,Black Ships & Samurai 2: The Perry Encounter,1
9458447,ajisaisaku12,Introduction: New Historical Sources for a Digital Age,12
9458447,ajisaisaku12,Black Ships & Samurai 1: Historical Background,14
9501439,kajornthep,Introduction: New Historical Sources for a Digital Age,7
9507452,JodieTian,Transition: After Perry,3
9507452,JodieTian,Modernity in Interwar Japan: Shiseido & Consumer Culture,4
9507452,JodieTian,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",5
9521100,fugitivus,Black Ships & Samurai 1: Historical Background,14
9521100,fugitivus,Black Ships & Samurai 2: The Perry Encounter,20
9521100,fugitivus,Introduction: New Historical Sources for a Digital Age,13
9538795,zisan0911040,Introduction: New Historical Sources for a Digital Age,3
9542750,CraigMartin23,Black Ships & Samurai 1: Historical Background,5
9542750,CraigMartin23,Introduction: New Historical Sources for a Digital Age,11
9546499,rterhune,Introduction: New Historical Sources for a Digital Age,8
9548288,LoanFidyfish,Introduction: New Historical Sources for a Digital Age,4
9560795,GooseHuang,Introduction: New Historical Sources for a Digital Age,6
9572980,AsyaBeyaz,Introduction: New Historical Sources for a Digital Age,3
9574708,TomoyukiTakahashi,Introduction: New Historical Sources for a Digital Age,3
9579676,SalRevolution,Introduction: New Historical Sources for a Digital Age,2
