user_id,chapter_mid,chgrade
6505936,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,15
6532248,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
6558159,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,2
6573916,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
6573916,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6573916,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,28
6587625,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,14
6587625,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,14
6587625,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
6593315,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,16
6593315,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,2.75
6597006,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,9
6597006,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,10.5
6597006,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
6597006,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,8
6597006,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,15
6607893,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6607893,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,5
6607895,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,1
6611837,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
6623715,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,2
6624988,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,40
6624988,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,47
6624988,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,33
6624988,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6624988,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,14
6624988,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,19
6624988,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,16
6674710,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6681941,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
6683833,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
6683833,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,1
6704233,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,1
6708622,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
6778286,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
6782775,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,21
6782775,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
6782775,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
6815066,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,14
6815066,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
6815066,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,48
6815066,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,18
6815066,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,39
6815066,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,9
6815066,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,46
6815066,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,9
6815161,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
6830529,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
6830529,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
6830529,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,18
6830529,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,58
6830529,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,22
6830529,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,53
6830529,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,45
6830529,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
6853188,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,8
6853188,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6854268,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,0
6860891,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,7
6860891,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
6868302,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
6868302,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,31
6868302,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
6891860,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6891860,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
6891860,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
6891860,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
6892896,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,42
6892896,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6892896,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,17
6899401,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,5.2857142857142865
6899401,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,8
6899401,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,16
6899401,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,1
6944243,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,16
6944243,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6944243,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
6944243,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,55
6944243,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
6944243,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
6944243,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,47
6944243,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,60
6965348,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,27
6965348,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,21
6965348,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
6977466,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
6979068,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
6979068,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
6979068,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,53
6979068,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
6979068,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,62
6979068,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,16
6979068,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18.857142857142858
6979068,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,44
7029088,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,6
7054886,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,9
7054886,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
7066920,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,54
7066920,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,7
7066920,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7066920,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
7066920,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,44
7066920,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
7080478,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
7080478,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,6
7080478,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7102542,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7102542,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
7102542,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,17
7102542,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7102542,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,58
7102542,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
7102542,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,55
7102542,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,47
7159960,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7168203,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,5
7168203,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,23
7168203,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,26.25
7168203,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,13
7168203,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,6
7168203,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,9
7168203,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,8
7204500,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
7204500,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,16
7204500,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,15
7255545,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,1
7311968,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7314000,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,21
7314000,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7314000,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7314000,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,48
7314000,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,24
7314000,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,57
7314000,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
7351321,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7440318,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7486089,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
7486089,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7486089,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
7486089,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,6
7486089,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7514445,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7521103,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,63
7521103,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7521103,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7521103,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,22
7521103,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,45
7521103,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,17
7521103,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,57
7521103,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,19
7523583,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7523903,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7531922,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,2
7540415,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,19
7540415,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,43
7540415,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,15
7540415,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7540415,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7540415,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,44
7540415,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,21
7540415,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,52
7586595,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,54
7586595,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
7586595,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7586595,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,42
7586595,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,16
7586595,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,16
7586595,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,50
7586595,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,21
7603178,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7617139,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7621805,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7644282,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,26
7644282,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7644282,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7644282,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,42
7644282,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,16
7656416,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7656416,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
7656416,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,19
7656416,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
7656416,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,54
7656416,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,56
7656416,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
7656416,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7674703,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
7674703,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7674703,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
7674703,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,19
7674703,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7674703,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,22
7674703,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,54
7674703,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,61
7687610,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
7687610,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7687610,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
7687610,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,21
7687610,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
7707372,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,17
7707372,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,51
7707372,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,57
7707372,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7707372,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,45
7707372,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,22
7707372,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7707372,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,13
7797664,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,17
7797664,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,48
7797664,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,14
7797664,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,42
7797664,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
7797664,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,43
7797664,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15.625
7797664,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,19
7809638,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
7809638,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,17
7809638,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,44
7809638,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,5
7809638,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,50
7809638,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,21
7847218,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,2
7857058,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
7857582,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,14
7857582,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7866059,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,16
7866059,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
7866059,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
7866059,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,53
7866059,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7866059,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,20
7866059,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7866059,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,59
7872003,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4.916666666666667
7872003,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,53
7872003,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,43
7872003,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
7872003,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,31
7872003,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,16
7872003,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
7901588,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
7901588,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,18
7901588,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
7901588,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,54
7901588,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,17
7901588,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,62
7901588,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
7901588,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
7909903,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
7911604,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,19
7911604,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,20
7918143,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,36
7918143,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,10
7918143,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,6
7978655,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,12.5
7978655,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
7978655,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,36
7978655,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,17
7978655,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,27
7978655,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,12
7978655,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,9
7978655,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,41
8002076,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,0.75
8015152,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
8058540,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,2
8121076,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
8121076,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,54
8121076,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,42
8121076,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,15
8121076,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
8121076,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,59
8121076,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
8121076,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,19
8127776,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
8127776,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,7
8131710,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,17
8131710,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5.75
8131710,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
8131710,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,14
8131710,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,44
8131710,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,52
8131710,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,18
8131710,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,55
8131839,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
8159403,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
8163400,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,19
8163400,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,57
8163400,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
8163400,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,64
8163400,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
8163400,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,21
8163400,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,48
8163400,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,16
8165090,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,19.714285714285715
8165090,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
8165090,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,30
8172741,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
8174932,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,0.142857142857143
8196746,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
8197962,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,0
8197962,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,2
8197962,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,1
8284389,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,48
8284389,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
8284389,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
8294949,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
8303134,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
8304752,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
8304752,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,13
8310334,VJx/VJx_2/chapter/2fcada225e474efa993e244e5383848d,57
8310334,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,5
8310334,VJx/VJx_2/chapter/112195c11137448797b598c81511e347,23
8310334,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,46
8310334,VJx/VJx_2/chapter/d5c187202382439b9a6ac24e8aea59fa,17
8310334,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,48
8310334,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,18
8310334,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
8326567,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
8326567,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
8326567,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,10
8326567,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
8326567,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,44
8329789,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,20
8329789,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,39
8329789,VJx/VJx_2/chapter/5f575fa2743a484ca329c0f08dee219c,13
8329789,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,6
8375355,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,1
8375355,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
8405167,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,1
8424748,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,20
8424748,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
8424748,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,17
8486693,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,4
8486693,VJx/VJx_2/chapter/8127b369f5fc492c816df7b6820c09b0,15
8486693,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,6
8498074,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,0
8572235,VJx/VJx_2/chapter/4889770a84854d7cacd2f6d12a5b9dc2,35
8572235,VJx/VJx_2/chapter/6467e15783a04a0888b68ce1dd4d45bf,3
8572235,VJx/VJx_2/chapter/a3b18702fd42405683755a8acf297f68,15
