user_id,seq_id,group_grade,max_seq_grade,seq_grade,chapter_id
159723,4-5,0.005,0.005,1.0,4
159723,5-0,0.00666666666667,0.00666666666667,1.0,5
159723,5-1,0.00666666666667,0.00666666666667,1.0,5
159723,5-2,0.00666666666667,0.00666666666667,1.0,5
159839,1-2,0.0,0.0,,1
159839,2-0,0.005,0.005,1.0,2
159839,2-1,0.005,0.005,1.0,2
159839,2-3,0.005,0.005,1.0,2
159839,2-4,0.005,0.005,1.0,2
159839,2-6,0.04,0.04,1.0,2
159839,3-1,0.00666666666667,0.00666666666667,1.0,3
159839,3-4,0.00666666666667,0.00666666666667,1.0,3
159839,3-5,0.00666666666667,0.00666666666667,1.0,3
159839,3-6,0.04,0.04,1.0,3
159839,4-0,0.005,0.005,1.0,4
159839,4-2,0.0,0.005,0.0,4
159839,4-4,0.0,0.005,0.0,4
159839,4-5,0.005,0.005,1.0,4
159839,5-0,0.00666666666667,0.00666666666667,1.0,5
159839,5-1,0.00333333333333,0.00666666666667,0.5,5
159839,5-2,0.00666666666667,0.00666666666667,1.0,5
159839,5-4,0.04,0.04,1.0,5
159839,6-0,0.00333333333333,0.00666666666667,0.5,6
159839,6-1,0.00666666666667,0.00666666666667,1.0,6
159839,6-2,0.00666666666667,0.00666666666667,1.0,6
159839,7-1,0.01,0.01,1.0,7
159839,7-2,0.01,0.01,1.0,7
159839,7-4,0.04,0.04,1.0,7
159839,8-0,0.0,0.01,0.0,8
160428,1-0,0.0,0.0,,1
160428,1-2,0.0,0.0,,1
160428,2-1,0.0,0.005,0.0,2
160428,2-3,0.005,0.005,1.0,2
160428,2-4,0.005,0.005,1.0,2
161491,1-0,0.0,0.0,,1
161491,1-3,0.01,0.02,0.5,1
161491,1-5,0.0266666666667,0.04,0.666666666667,1
161491,2-0,0.002,0.005,0.4,2
161573,1-3,0.02,0.02,1.0,1
161573,1-5,0.04,0.04,1.0,1
161573,2-0,0.005,0.005,1.0,2
161573,2-1,0.005,0.005,1.0,2
161573,2-3,0.005,0.005,1.0,2
161573,2-4,0.005,0.005,1.0,2
161600,1-2,0.0,0.0,,1
161600,1-3,0.01,0.02,0.5,1
161600,1-5,0.04,0.04,1.0,1
161600,2-0,0.005,0.005,1.0,2
161600,2-1,0.005,0.005,1.0,2
161600,2-3,0.005,0.005,1.0,2
161600,2-4,0.0,0.005,0.0,2
161600,2-6,0.04,0.04,1.0,2
161600,3-1,0.00666666666667,0.00666666666667,1.0,3
161600,3-4,0.00666666666667,0.00666666666667,1.0,3
161600,3-5,0.00666666666667,0.00666666666667,1.0,3
161600,3-6,0.04,0.04,1.0,3
161600,4-0,0.005,0.005,1.0,4
161600,4-2,0.0,0.005,0.0,4
161600,4-4,0.005,0.005,1.0,4
161600,4-5,0.005,0.005,1.0,4
161600,5-0,0.00666666666667,0.00666666666667,1.0,5
161600,5-1,0.00333333333333,0.00666666666667,0.5,5
161600,5-2,0.00666666666667,0.00666666666667,1.0,5
162944,1-3,0.01,0.02,0.5,1
162944,1-5,0.04,0.04,1.0,1
162944,11-1,0.14,0.14,1.0,11
162944,11-2,0.06,0.06,1.0,11
162944,12-1,0.2,0.4,0.5,12
162944,2-0,0.003,0.005,0.6,2
162944,2-1,0.005,0.005,1.0,2
162944,2-3,0.005,0.005,1.0,2
162944,2-4,0.005,0.005,1.0,2
162944,2-6,0.04,0.04,1.0,2
162944,3-1,0.0,0.00666666666667,0.0,3
162944,3-4,0.0,0.00666666666667,0.0,3
162944,3-6,0.0114285714286,0.04,0.285714285714,3
162944,4-0,0.005,0.005,1.0,4
162944,4-2,0.0,0.005,0.0,4
162944,4-4,0.0,0.005,0.0,4
162944,4-5,0.005,0.005,1.0,4
162944,5-0,0.00666666666667,0.00666666666667,1.0,5
162944,5-1,0.00666666666667,0.00666666666667,1.0,5
162944,5-2,0.00333333333333,0.00666666666667,0.5,5
162944,5-4,0.04,0.04,1.0,5
162944,6-0,0.00666666666667,0.00666666666667,1.0,6
162944,6-1,0.00666666666667,0.00666666666667,1.0,6
162944,6-2,0.00666666666667,0.00666666666667,1.0,6
162944,7-1,0.00666666666667,0.01,0.666666666667,7
162944,8-0,0.01,0.01,1.0,8
162944,8-1,0.0,0.01,0.0,8
162944,9-0,0.01,0.01,1.0,9
162970,1-2,0.0,0.0,,1
162970,1-3,0.01,0.02,0.5,1
162970,1-5,0.04,0.04,1.0,1
162970,2-0,0.001,0.005,0.2,2
163378,1-0,0.0,0.0,,1
163378,1-2,0.0,0.0,,1
163378,1-3,0.02,0.02,1.0,1
163378,1-5,0.04,0.04,1.0,1
163378,10-0,0.01,0.01,1.0,10
163378,10-1,0.01,0.01,1.0,10
163378,11-1,0.07,0.14,0.5,11
163378,12-1,0.4,0.4,1.0,12
163378,2-0,0.005,0.005,1.0,2
163378,2-1,0.005,0.005,1.0,2
163378,2-3,0.005,0.005,1.0,2
163378,2-4,0.005,0.005,1.0,2
163378,2-6,0.04,0.04,1.0,2
163378,3-1,0.00666666666667,0.00666666666667,1.0,3
163378,3-4,0.00666666666667,0.00666666666667,1.0,3
163378,3-5,0.00666666666667,0.00666666666667,1.0,3
163378,3-6,0.04,0.04,1.0,3
163378,4-0,0.005,0.005,1.0,4
163378,4-2,0.005,0.005,1.0,4
163378,4-4,0.005,0.005,1.0,4
163378,4-5,0.005,0.005,1.0,4
163378,5-0,0.00666666666667,0.00666666666667,1.0,5
163378,5-1,0.00666666666667,0.00666666666667,1.0,5
163378,5-2,0.00666666666667,0.00666666666667,1.0,5
163378,5-4,0.04,0.04,1.0,5
163378,6-0,0.00666666666667,0.00666666666667,1.0,6
163378,6-1,0.00666666666667,0.00666666666667,1.0,6
163378,6-2,0.00666666666667,0.00666666666667,1.0,6
163378,7-1,0.01,0.01,1.0,7
163378,7-2,0.01,0.01,1.0,7
163378,7-4,0.04,0.04,1.0,7
163378,8-0,0.005,0.01,0.5,8
163378,9-0,0.01,0.01,1.0,9
163378,9-1,0.01,0.01,1.0,9
163720,1-2,0.0,0.0,,1
163720,1-3,0.02,0.02,1.0,1
163720,1-5,0.04,0.04,1.0,1
163720,2-0,0.005,0.005,1.0,2
163720,2-1,0.0,0.005,0.0,2
163720,2-3,0.0,0.005,0.0,2
163720,2-4,0.0,0.005,0.0,2
164513,1-0,0.0,0.0,,1
164513,1-2,0.0,0.0,,1
164513,1-3,0.01,0.02,0.5,1
164513,1-5,0.04,0.04,1.0,1
164513,2-0,0.005,0.005,1.0,2
164513,2-1,0.005,0.005,1.0,2
164513,2-3,0.005,0.005,1.0,2
164513,2-4,0.0,0.005,0.0,2
164513,2-6,0.04,0.04,1.0,2
164513,3-1,0.00666666666667,0.00666666666667,1.0,3
164513,3-4,0.00666666666667,0.00666666666667,1.0,3
164513,3-5,0.00666666666667,0.00666666666667,1.0,3
164513,3-6,0.04,0.04,1.0,3
164513,4-0,0.005,0.005,1.0,4
164513,4-2,0.005,0.005,1.0,4
164513,4-4,0.005,0.005,1.0,4
164513,4-5,0.005,0.005,1.0,4
164513,5-0,0.00666666666667,0.00666666666667,1.0,5
164513,5-1,0.00666666666667,0.00666666666667,1.0,5
164513,5-2,0.00666666666667,0.00666666666667,1.0,5
164513,5-4,0.0333333333333,0.04,0.833333333333,5
164513,6-0,0.00666666666667,0.00666666666667,1.0,6
164513,6-1,0.00666666666667,0.00666666666667,1.0,6
164513,6-2,0.00666666666667,0.00666666666667,1.0,6
164840,1-0,0.0,0.0,,1
164840,1-2,0.0,0.0,,1
164840,1-3,0.01,0.02,0.5,1
164840,1-5,0.04,0.04,1.0,1
164840,2-0,0.005,0.005,1.0,2
164840,2-1,0.005,0.005,1.0,2
164840,2-3,0.005,0.005,1.0,2
164840,2-4,0.005,0.005,1.0,2
164861,1-0,0.0,0.0,,1
164861,1-3,0.02,0.02,1.0,1
164861,1-5,0.04,0.04,1.0,1
164861,10-0,0.01,0.01,1.0,10
164861,10-1,0.01,0.01,1.0,10
164861,12-1,0.216,0.4,0.54,12
164861,2-0,0.005,0.005,1.0,2
164861,2-1,0.005,0.005,1.0,2
164861,2-3,0.005,0.005,1.0,2
164861,2-4,0.005,0.005,1.0,2
164861,2-6,0.04,0.04,1.0,2
164861,3-1,0.00666666666667,0.00666666666667,1.0,3
164861,3-4,0.00666666666667,0.00666666666667,1.0,3
164861,3-5,0.00666666666667,0.00666666666667,1.0,3
164861,3-6,0.04,0.04,1.0,3
164861,4-0,0.005,0.005,1.0,4
164861,4-2,0.0,0.005,0.0,4
164861,4-4,0.005,0.005,1.0,4
164861,4-5,0.005,0.005,1.0,4
164861,5-0,0.00666666666667,0.00666666666667,1.0,5
164861,5-1,0.00666666666667,0.00666666666667,1.0,5
164861,5-2,0.00666666666667,0.00666666666667,1.0,5
164861,5-4,0.04,0.04,1.0,5
164861,6-0,0.00666666666667,0.00666666666667,1.0,6
164861,6-1,0.00666666666667,0.00666666666667,1.0,6
164861,6-2,0.00666666666667,0.00666666666667,1.0,6
164861,7-1,0.01,0.01,1.0,7
164861,7-2,0.01,0.01,1.0,7
164861,7-4,0.04,0.04,1.0,7
164861,8-0,0.01,0.01,1.0,8
164861,8-1,0.01,0.01,1.0,8
164861,8-2,0.04,0.04,1.0,8
164861,9-0,0.01,0.01,1.0,9
164861,9-1,0.01,0.01,1.0,9
165393,1-0,0.0,0.0,,1
165393,1-2,0.0,0.0,,1
165393,1-3,0.01,0.02,0.5,1
165393,1-5,0.04,0.04,1.0,1
165393,10-0,0.0,0.01,0.0,10
165393,10-1,0.01,0.01,1.0,10
165393,11-1,0.0866666666667,0.14,0.619047619048,11
165393,12-1,0.16,0.4,0.4,12
165393,2-0,0.005,0.005,1.0,2
165393,2-1,0.0,0.005,0.0,2
165393,2-3,0.005,0.005,1.0,2
165393,2-4,0.0,0.005,0.0,2
165393,2-6,0.0333333333333,0.04,0.833333333333,2
165393,3-1,0.00666666666667,0.00666666666667,1.0,3
165393,3-4,0.00666666666667,0.00666666666667,1.0,3
165393,3-5,0.00666666666667,0.00666666666667,1.0,3
165393,3-6,0.04,0.04,1.0,3
165393,4-0,0.0,0.005,0.0,4
165393,4-2,0.0,0.005,0.0,4
165393,4-4,0.0,0.005,0.0,4
165393,4-5,0.005,0.005,1.0,4
165393,5-0,0.00666666666667,0.00666666666667,1.0,5
165393,5-1,0.00333333333333,0.00666666666667,0.5,5
165393,5-2,0.0,0.00666666666667,0.0,5
165393,5-4,0.04,0.04,1.0,5
165393,6-0,0.00666666666667,0.00666666666667,1.0,6
165393,6-1,0.00333333333333,0.00666666666667,0.5,6
165393,6-2,0.00666666666667,0.00666666666667,1.0,6
165393,7-1,0.00666666666667,0.01,0.666666666667,7
165393,7-2,0.01,0.01,1.0,7
165393,7-4,0.04,0.04,1.0,7
165393,8-0,0.01,0.01,1.0,8
165393,8-1,0.01,0.01,1.0,8
165393,8-2,0.04,0.04,1.0,8
165393,9-0,0.00666666666667,0.01,0.666666666667,9
165393,9-1,0.01,0.01,1.0,9
165613,1-0,0.0,0.0,,1
165613,1-2,0.0,0.0,,1
165613,1-3,0.01,0.02,0.5,1
165613,1-5,0.04,0.04,1.0,1
165613,10-0,0.01,0.01,1.0,10
165613,12-1,0.36,0.4,0.9,12
165613,2-0,0.005,0.005,1.0,2
165613,2-1,0.005,0.005,1.0,2
165613,2-3,0.005,0.005,1.0,2
165613,2-4,0.005,0.005,1.0,2
165613,2-6,0.04,0.04,1.0,2
165613,3-1,0.00666666666667,0.00666666666667,1.0,3
165613,3-4,0.00666666666667,0.00666666666667,1.0,3
165613,3-5,0.00666666666667,0.00666666666667,1.0,3
165613,3-6,0.04,0.04,1.0,3
165613,4-0,0.005,0.005,1.0,4
165613,4-2,0.005,0.005,1.0,4
165613,4-4,0.005,0.005,1.0,4
165613,4-5,0.005,0.005,1.0,4
165613,5-0,0.00666666666667,0.00666666666667,1.0,5
165613,5-1,0.00666666666667,0.00666666666667,1.0,5
165613,5-2,0.00666666666667,0.00666666666667,1.0,5
165613,5-4,0.04,0.04,1.0,5
165613,6-0,0.00333333333333,0.00666666666667,0.5,6
165613,6-1,0.00666666666667,0.00666666666667,1.0,6
165613,6-2,0.00666666666667,0.00666666666667,1.0,6
165613,7-1,0.01,0.01,1.0,7
165613,7-2,0.01,0.01,1.0,7
165613,7-4,0.04,0.04,1.0,7
165613,8-0,0.005,0.01,0.5,8
166243,1-2,0.0,0.0,,1
166243,1-3,0.01,0.02,0.5,1
166243,1-5,0.04,0.04,1.0,1
166243,2-0,0.005,0.005,1.0,2
166243,2-1,0.005,0.005,1.0,2
166243,2-3,0.005,0.005,1.0,2
166243,2-4,0.0,0.005,0.0,2
166243,2-6,0.04,0.04,1.0,2
166585,1-0,0.0,0.0,,1
166585,1-2,0.0,0.0,,1
166585,1-3,0.01,0.02,0.5,1
166585,1-5,0.04,0.04,1.0,1
166585,2-0,0.005,0.005,1.0,2
166585,2-1,0.005,0.005,1.0,2
166585,2-3,0.005,0.005,1.0,2
166585,2-4,0.005,0.005,1.0,2
166585,2-6,0.04,0.04,1.0,2
166585,3-1,0.00666666666667,0.00666666666667,1.0,3
166585,3-4,0.00666666666667,0.00666666666667,1.0,3
166585,4-0,0.005,0.005,1.0,4
166585,4-2,0.0,0.005,0.0,4
166585,4-4,0.0,0.005,0.0,4
166585,4-5,0.005,0.005,1.0,4
167606,1-2,0.0,0.0,,1
167606,1-3,0.01,0.02,0.5,1
167606,1-5,0.04,0.04,1.0,1
167606,2-0,0.005,0.005,1.0,2
167606,2-1,0.005,0.005,1.0,2
167606,2-3,0.005,0.005,1.0,2
167606,2-4,0.005,0.005,1.0,2
167606,2-6,0.04,0.04,1.0,2
167606,3-1,0.0,0.00666666666667,0.0,3
168053,3-1,0.0,0.00666666666667,0.0,3
168053,6-0,0.00666666666667,0.00666666666667,1.0,6
168053,6-1,0.00333333333333,0.00666666666667,0.5,6
168053,7-1,0.00333333333333,0.01,0.333333333333,7
168053,7-2,0.0,0.01,0.0,7
168572,1-5,0.04,0.04,1.0,1
168572,2-1,0.0,0.005,0.0,2
168572,2-3,0.005,0.005,1.0,2
168572,2-4,0.0,0.005,0.0,2
168831,1-0,0.0,0.0,,1
168831,1-2,0.0,0.0,,1
168831,1-3,0.02,0.02,1.0,1
168831,1-5,0.04,0.04,1.0,1
168831,2-1,0.005,0.005,1.0,2
168831,2-3,0.005,0.005,1.0,2
168831,2-4,0.0,0.005,0.0,2
168861,1-0,0.0,0.0,,1
168861,1-2,0.0,0.0,,1
168861,1-3,0.01,0.02,0.5,1
168861,1-5,0.04,0.04,1.0,1
168861,2-0,0.005,0.005,1.0,2
168861,2-1,0.005,0.005,1.0,2
168861,2-3,0.005,0.005,1.0,2
168861,2-4,0.0,0.005,0.0,2
168861,2-6,0.04,0.04,1.0,2
170636,1-0,0.0,0.0,,1
170636,1-2,0.0,0.0,,1
170636,1-3,0.02,0.02,1.0,1
170636,1-5,0.04,0.04,1.0,1
170636,2-0,0.005,0.005,1.0,2
170636,2-1,0.005,0.005,1.0,2
170636,2-3,0.005,0.005,1.0,2
170636,2-4,0.005,0.005,1.0,2
170636,2-6,0.04,0.04,1.0,2
170636,3-1,0.00666666666667,0.00666666666667,1.0,3
170636,3-4,0.00666666666667,0.00666666666667,1.0,3
170636,3-5,0.00666666666667,0.00666666666667,1.0,3
170636,3-6,0.04,0.04,1.0,3
170636,4-0,0.005,0.005,1.0,4
170636,4-2,0.005,0.005,1.0,4
170636,4-4,0.005,0.005,1.0,4
170636,4-5,0.005,0.005,1.0,4
170636,5-0,0.00666666666667,0.00666666666667,1.0,5
170636,5-1,0.00666666666667,0.00666666666667,1.0,5
170636,5-2,0.00666666666667,0.00666666666667,1.0,5
170636,5-4,0.0333333333333,0.04,0.833333333333,5
170636,6-2,0.00333333333333,0.00666666666667,0.5,6
170641,1-0,0.0,0.0,,1
170641,1-2,0.0,0.0,,1
170641,1-3,0.02,0.02,1.0,1
170641,1-5,0.04,0.04,1.0,1
170641,2-0,0.005,0.005,1.0,2
170641,2-1,0.005,0.005,1.0,2
170641,2-3,0.005,0.005,1.0,2
170641,2-4,0.0,0.005,0.0,2
170641,2-6,0.04,0.04,1.0,2
170641,3-1,0.00666666666667,0.00666666666667,1.0,3
170641,3-4,0.0,0.00666666666667,0.0,3
170641,4-0,0.005,0.005,1.0,4
171250,1-0,0.0,0.0,,1
171250,1-2,0.0,0.0,,1
171250,1-3,0.01,0.02,0.5,1
171250,1-5,0.04,0.04,1.0,1
171250,2-0,0.005,0.005,1.0,2
171250,2-1,0.005,0.005,1.0,2
171250,2-3,0.005,0.005,1.0,2
171250,2-4,0.005,0.005,1.0,2
171250,2-6,0.04,0.04,1.0,2
171250,3-1,0.00666666666667,0.00666666666667,1.0,3
171250,3-4,0.00666666666667,0.00666666666667,1.0,3
171250,3-5,0.00666666666667,0.00666666666667,1.0,3
171250,3-6,0.04,0.04,1.0,3
171250,4-0,0.005,0.005,1.0,4
171250,4-2,0.0,0.005,0.0,4
171250,4-4,0.0,0.005,0.0,4
171250,4-5,0.005,0.005,1.0,4
171250,5-0,0.00666666666667,0.00666666666667,1.0,5
171250,5-1,0.00666666666667,0.00666666666667,1.0,5
171250,8-0,0.0,0.01,0.0,8
171522,1-0,0.0,0.0,,1
171522,1-2,0.0,0.0,,1
171522,1-3,0.02,0.02,1.0,1
171522,1-5,0.04,0.04,1.0,1
171522,10-0,0.01,0.01,1.0,10
171522,11-1,0.0633333333333,0.14,0.452380952381,11
171522,2-0,0.005,0.005,1.0,2
171522,2-1,0.005,0.005,1.0,2
171522,2-3,0.005,0.005,1.0,2
171522,2-4,0.005,0.005,1.0,2
171522,2-6,0.04,0.04,1.0,2
171522,3-1,0.00666666666667,0.00666666666667,1.0,3
171522,3-4,0.00666666666667,0.00666666666667,1.0,3
171522,3-5,0.00666666666667,0.00666666666667,1.0,3
171522,3-6,0.04,0.04,1.0,3
171522,4-0,0.005,0.005,1.0,4
171522,4-2,0.005,0.005,1.0,4
171522,4-4,0.005,0.005,1.0,4
171522,4-5,0.005,0.005,1.0,4
171522,5-0,0.00666666666667,0.00666666666667,1.0,5
171522,5-1,0.00666666666667,0.00666666666667,1.0,5
171522,5-2,0.00666666666667,0.00666666666667,1.0,5
171522,5-4,0.04,0.04,1.0,5
171522,6-0,0.00666666666667,0.00666666666667,1.0,6
171522,6-1,0.00666666666667,0.00666666666667,1.0,6
171522,6-2,0.00666666666667,0.00666666666667,1.0,6
171522,7-1,0.01,0.01,1.0,7
171522,7-4,0.04,0.04,1.0,7
171522,8-0,0.01,0.01,1.0,8
171522,8-1,0.01,0.01,1.0,8
171522,8-2,0.008,0.04,0.2,8
171522,9-0,0.01,0.01,1.0,9
171522,9-1,0.01,0.01,1.0,9
174098,1-0,0.0,0.0,,1
174098,1-2,0.0,0.0,,1
174098,1-3,0.01,0.02,0.5,1
174098,1-5,0.04,0.04,1.0,1
174098,2-0,0.005,0.005,1.0,2
174098,2-1,0.005,0.005,1.0,2
174098,2-3,0.005,0.005,1.0,2
174098,2-4,0.005,0.005,1.0,2
174098,2-6,0.04,0.04,1.0,2
174098,3-1,0.00666666666667,0.00666666666667,1.0,3
174548,1-0,0.0,0.0,,1
174548,1-2,0.0,0.0,,1
174548,2-0,0.003,0.005,0.6,2
174548,2-1,0.005,0.005,1.0,2
174548,2-3,0.005,0.005,1.0,2
174548,2-4,0.005,0.005,1.0,2
174548,2-6,0.04,0.04,1.0,2
174548,3-1,0.00666666666667,0.00666666666667,1.0,3
174548,3-5,0.0,0.00666666666667,0.0,3
174548,4-0,0.005,0.005,1.0,4
174548,4-2,0.0,0.005,0.0,4
174548,4-4,0.0,0.005,0.0,4
174548,4-5,0.005,0.005,1.0,4
174548,5-0,0.00666666666667,0.00666666666667,1.0,5
174548,5-1,0.00666666666667,0.00666666666667,1.0,5
174548,5-2,0.00666666666667,0.00666666666667,1.0,5
175577,1-3,0.01,0.02,0.5,1
175577,1-5,0.04,0.04,1.0,1
175577,2-0,0.005,0.005,1.0,2
175577,2-1,0.005,0.005,1.0,2
175577,2-3,0.005,0.005,1.0,2
175577,2-4,0.005,0.005,1.0,2
175577,2-6,0.04,0.04,1.0,2
175577,3-1,0.00666666666667,0.00666666666667,1.0,3
175717,1-2,0.0,0.0,,1
175717,1-3,0.01,0.02,0.5,1
175717,1-5,0.04,0.04,1.0,1
175717,10-0,0.01,0.01,1.0,10
175717,11-1,0.05,0.14,0.357142857143,11
175717,11-2,0.06,0.06,1.0,11
175717,12-1,0.216,0.4,0.54,12
175717,2-0,0.005,0.005,1.0,2
175717,2-1,0.005,0.005,1.0,2
175717,2-3,0.005,0.005,1.0,2
175717,2-4,0.005,0.005,1.0,2
175717,2-6,0.04,0.04,1.0,2
175717,3-1,0.00666666666667,0.00666666666667,1.0,3
175717,3-4,0.00666666666667,0.00666666666667,1.0,3
175717,3-5,0.00666666666667,0.00666666666667,1.0,3
175717,3-6,0.04,0.04,1.0,3
175717,4-0,0.005,0.005,1.0,4
175717,4-2,0.0,0.005,0.0,4
175717,4-4,0.0,0.005,0.0,4
175717,4-5,0.005,0.005,1.0,4
175717,5-0,0.00666666666667,0.00666666666667,1.0,5
175717,5-1,0.00666666666667,0.00666666666667,1.0,5
175717,5-2,0.00666666666667,0.00666666666667,1.0,5
175717,5-4,0.04,0.04,1.0,5
175717,6-0,0.00666666666667,0.00666666666667,1.0,6
175717,6-1,0.00333333333333,0.00666666666667,0.5,6
175717,6-2,0.00666666666667,0.00666666666667,1.0,6
175717,7-1,0.01,0.01,1.0,7
175717,7-2,0.01,0.01,1.0,7
175717,7-4,0.04,0.04,1.0,7
175717,8-0,0.01,0.01,1.0,8
175717,8-1,0.01,0.01,1.0,8
175717,8-2,0.04,0.04,1.0,8
175717,9-0,0.01,0.01,1.0,9
176070,1-0,0.0,0.0,,1
176070,1-3,0.01,0.02,0.5,1
176070,1-5,0.04,0.04,1.0,1
176070,2-0,0.005,0.005,1.0,2
176070,2-1,0.005,0.005,1.0,2
176070,2-3,0.005,0.005,1.0,2
176070,2-4,0.005,0.005,1.0,2
176411,1-0,0.0,0.0,,1
176411,3-1,0.00666666666667,0.00666666666667,1.0,3
176411,3-4,0.0,0.00666666666667,0.0,3
176426,1-3,0.02,0.02,1.0,1
176426,1-5,0.04,0.04,1.0,1
176426,2-0,0.005,0.005,1.0,2
176426,2-1,0.0,0.005,0.0,2
176426,2-3,0.005,0.005,1.0,2
176426,2-4,0.0,0.005,0.0,2
176426,2-6,0.0333333333333,0.04,0.833333333333,2
176426,3-1,0.00666666666667,0.00666666666667,1.0,3
176426,3-4,0.00666666666667,0.00666666666667,1.0,3
176426,3-5,0.0,0.00666666666667,0.0,3
176426,4-0,0.005,0.005,1.0,4
176426,4-2,0.0,0.005,0.0,4
176426,4-4,0.0,0.005,0.0,4
176426,4-5,0.0,0.005,0.0,4
176652,1-0,0.0,0.0,,1
176652,1-2,0.0,0.0,,1
176652,1-3,0.01,0.02,0.5,1
176652,1-5,0.04,0.04,1.0,1
176652,2-0,0.005,0.005,1.0,2
176652,2-1,0.0,0.005,0.0,2
176652,2-3,0.005,0.005,1.0,2
176687,1-0,0.0,0.0,,1
176687,1-2,0.0,0.0,,1
176687,1-3,0.01,0.02,0.5,1
176687,1-5,0.04,0.04,1.0,1
176687,10-0,0.01,0.01,1.0,10
176687,10-1,0.01,0.01,1.0,10
176687,11-1,0.106666666667,0.14,0.761904761905,11
176687,12-1,0.376,0.4,0.94,12
176687,2-0,0.005,0.005,1.0,2
176687,2-1,0.005,0.005,1.0,2
176687,2-3,0.005,0.005,1.0,2
176687,2-4,0.005,0.005,1.0,2
176687,2-6,0.04,0.04,1.0,2
176687,3-1,0.00666666666667,0.00666666666667,1.0,3
176687,3-4,0.00666666666667,0.00666666666667,1.0,3
176687,3-5,0.00666666666667,0.00666666666667,1.0,3
176687,3-6,0.04,0.04,1.0,3
176687,4-0,0.005,0.005,1.0,4
176687,4-2,0.0,0.005,0.0,4
176687,4-4,0.005,0.005,1.0,4
176687,4-5,0.005,0.005,1.0,4
176687,5-0,0.00666666666667,0.00666666666667,1.0,5
176687,5-1,0.00666666666667,0.00666666666667,1.0,5
176687,5-2,0.00666666666667,0.00666666666667,1.0,5
176687,5-4,0.04,0.04,1.0,5
176687,6-0,0.00666666666667,0.00666666666667,1.0,6
176687,6-1,0.00666666666667,0.00666666666667,1.0,6
176687,6-2,0.00666666666667,0.00666666666667,1.0,6
176687,7-1,0.01,0.01,1.0,7
176687,7-2,0.01,0.01,1.0,7
176687,7-4,0.04,0.04,1.0,7
176687,8-0,0.01,0.01,1.0,8
176687,8-1,0.01,0.01,1.0,8
176687,8-2,0.04,0.04,1.0,8
176687,9-0,0.01,0.01,1.0,9
176687,9-1,0.01,0.01,1.0,9
176701,1-3,0.02,0.02,1.0,1
176701,1-5,0.04,0.04,1.0,1
176701,10-0,0.0,0.01,0.0,10
176701,11-1,0.0933333333334,0.14,0.666666666667,11
176701,11-2,0.06,0.06,1.0,11
176701,12-1,0.064,0.4,0.16,12
176701,2-0,0.005,0.005,1.0,2
176701,2-1,0.005,0.005,1.0,2
176701,2-3,0.005,0.005,1.0,2
176701,2-4,0.005,0.005,1.0,2
176701,2-6,0.04,0.04,1.0,2
176701,3-1,0.00666666666667,0.00666666666667,1.0,3
176701,3-4,0.00666666666667,0.00666666666667,1.0,3
176701,3-5,0.00666666666667,0.00666666666667,1.0,3
176701,3-6,0.04,0.04,1.0,3
176701,4-0,0.005,0.005,1.0,4
176701,4-2,0.0,0.005,0.0,4
176701,4-4,0.005,0.005,1.0,4
176701,4-5,0.005,0.005,1.0,4
176701,5-0,0.00666666666667,0.00666666666667,1.0,5
176701,5-1,0.00666666666667,0.00666666666667,1.0,5
176701,5-2,0.00666666666667,0.00666666666667,1.0,5
176701,5-4,0.04,0.04,1.0,5
176701,6-0,0.00666666666667,0.00666666666667,1.0,6
176701,6-1,0.00666666666667,0.00666666666667,1.0,6
176701,6-2,0.00666666666667,0.00666666666667,1.0,6
176701,7-1,0.01,0.01,1.0,7
176701,7-4,0.03,0.04,0.75,7
176701,8-0,0.01,0.01,1.0,8
176701,8-1,0.01,0.01,1.0,8
176701,8-2,0.008,0.04,0.2,8
176701,9-0,0.01,0.01,1.0,9
176701,9-1,0.01,0.01,1.0,9
176901,1-0,0.0,0.0,,1
176901,1-3,0.01,0.02,0.5,1
176901,1-5,0.04,0.04,1.0,1
176901,10-0,0.01,0.01,1.0,10
176901,10-1,0.01,0.01,1.0,10
176901,11-1,0.12,0.14,0.857142857143,11
176901,12-1,0.368,0.4,0.92,12
176901,2-0,0.005,0.005,1.0,2
176901,2-1,0.005,0.005,1.0,2
176901,2-3,0.005,0.005,1.0,2
176901,2-4,0.005,0.005,1.0,2
176901,2-6,0.04,0.04,1.0,2
176901,3-1,0.00666666666667,0.00666666666667,1.0,3
176901,3-4,0.00666666666667,0.00666666666667,1.0,3
176901,3-5,0.00666666666667,0.00666666666667,1.0,3
176901,3-6,0.04,0.04,1.0,3
176901,4-0,0.005,0.005,1.0,4
176901,4-2,0.005,0.005,1.0,4
176901,4-4,0.0,0.005,0.0,4
176901,4-5,0.005,0.005,1.0,4
176901,5-0,0.00666666666667,0.00666666666667,1.0,5
176901,5-1,0.00666666666667,0.00666666666667,1.0,5
176901,5-2,0.00666666666667,0.00666666666667,1.0,5
176901,5-4,0.04,0.04,1.0,5
176901,6-0,0.00666666666667,0.00666666666667,1.0,6
176901,6-1,0.00666666666667,0.00666666666667,1.0,6
176901,6-2,0.00666666666667,0.00666666666667,1.0,6
176901,7-1,0.01,0.01,1.0,7
176901,7-2,0.01,0.01,1.0,7
176901,7-4,0.0245,0.04,0.6125,7
176901,8-0,0.005,0.01,0.5,8
